,Food Name,Glycemic Load,Completeness Score,Amino Acid Score
11603,green tea with blueberry,,,
11604,cookies with raisins soft oatmeal,,,
11605,bolognese sauce,,,
11606,caribou dried alaska native shoulder,0.0,51.0,
11607,larabar blueberry muffin fruit nut,,,
11608,fat free cottage cheese,,,
11609,summer squash cooked with butter,,,
11610,anchovy canned,0.0,57.0,148.0
11611,del monte diced tomatoes green,,,
11612,yoplait greek whips lemon meringue,,,
11613,frankfurters or hot dogs and,,,
11614,rolls wheatcracked wheat hamburger or,,,
11615,wheat flour calciumfortified enriched allpurpose,,,
11616,bm baked beans with molasses,,,
11617,coffee brewed,0.0,26.0,
11618,krusteaz organic whole grain muffin,,,
11619,alkaline water,,,
11620,chicken meat only wing bbq,,,
11621,gatorade perform thirst quencher orange,,,
11622,flounder with crab stuffing,,,
11623,cherry punch pediatric advantage care,,,
11624,progresso organic southwest style black,,,
11625,alpinestyle cheese,,,
11626,pillsbury grands flaky layers buttermilk,,,
11627,raccoon cooked,0.0,43.0,
11628,dock raw,0.0,84.0,
11629,antioxidant beverage,,,
11630,mello yello bottle fl,,,
11631,beef raw select trimmed to,0.0,42.0,94.0
11632,coffee nonfat decaffeinated cafe mocha,,,
11633,cashew cheeze alfredo sauce,,,
11634,squash raw all varieties winter,3.0,76.0,109.0
11635,protein one calorie salted caramel,,,
11636,austin crackers cheese on,,,
11637,kraft stove top stuffing mix,13.0,24.0,
11638,naked acai machine juice smoothie,,,
11639,bread oatmeal reducedcalorie,,,
11640,corn without salt drained boiled,9.0,48.0,83.0
11641,chicken or turkey stew with,,,
11642,amarena cherriess jam,,,
11643,parsnips raw,7.0,61.0,
11644,pastry made with rice flour,,,
11645,water flavored propel bottled,,,
11646,basil pesto alla genovese sauce,,,
11647,cheeseburger large patty from fast,,,
11648,avocado pesto dip,,,
11649,coconut water with mango peach,,,
11650,condensed tadka masala,,,
11651,cobbler pear,,,
11652,crackers low sodium cheese,21.0,28.0,81.0
11653,yoplait greek protein black cherry,,,
11654,bonein pork loin chop,,,
11655,creamy,5.0,25.0,
11656,food lion ground beef,,,
11657,black bean guacamole roasted vegetable,,,
11658,kashi golean cereal crunch,17.0,34.0,
11659,buchi sovereign kombucha ginger peach,,,
11660,whole grain wheat pasta spaghetti,,,
11661,yoplait light strawberry shortcake fat,,,
11662,cream substitute with lauric acid,1.0,6.0,136.0
11663,beyond better cashew sauce zesty,,,
11664,cheese pastry puffs,,,
11665,brown americanstyle basmati rice,,,
11666,gluten free cornbread mix,,,
11667,del monte fruit cocktail in,,,
11668,swiss miss hot cocoa mix,,,
11669,baked brown sugar ham steaks,,,
11670,frito lay premium quality in,,,
11671,chicken cooked simmered meat and,0.0,29.0,124.0
11672,better valu diced tomatoes,,,
11673,cider apple,6.0,18.0,0.0
11674,electrolyte replenishment sports drink mix,,,
11675,lima beans without salt drained,16.0,68.0,89.0
11676,citrus ponzu sauce,,,
11677,bagel wheat bran,,,
11678,andy capps big bag bbq,,,
11679,cereal quaker life,16.0,55.0,
11680,apple pie pure cane sugar,,,
11681,restaurant fried mozzarella sticks family,,,
11682,the good table frzr to,,,
11683,natural black chia seed,,,
11684,vodka and diet cola,,,
11685,bolthouse farms protein plus shake,,,
11686,annies homegrown organic bunny pasta,,,
11687,banquet backyard bbq mega meal,,,
11688,classic taco sauce,,,
11689,cherries frozen,31.0,0.0,
11690,cereals readytoeat oat blenders with,,,
11691,gourmet burgundy wine sauce,,,
11692,gut shot garlic dill pickle,,,
11693,grande champagne vinegar,,,
11694,egg and sausage griddle cake,22.0,30.0,
11695,black cherry flavored rich creamy,,,
11696,sesame dressing,7.0,4.0,
11697,chicken wing from precooked baked,,,
11698,peter pan natural creamy peanut,,,
11699,mini trendy shround neutral,,,
11700,grape effervescent electrolyte powder,,,
11701,bacon or side pork cooked,,,
11702,emu broiled cooked inside drums,0.0,50.0,94.0
11703,angel hair,,,
11704,seeds type of kernels unspecified,0.0,29.0,
11705,betty crocker chocolate chip chewy,,,
11706,black cherry specialty sparkling water,,,
11707,keebler fudge shoppe cookies peppermint,,,
11708,healthy choice chicken tortilla soup,,,
11709,bisquick original pancake and baking,,,
11710,lamb raw separable lean and,0.0,33.0,141.0
11711,bronze cut linguine,,,
11712,califia farms cold brew coffee,,,
11713,candies oh henry bar nestle,11.0,16.0,
11714,cocoa processed with alkali unsweetened,4.0,57.0,90.0
11715,dessert topping powdered,12.0,5.0,139.0
11716,sadastream waters plus sparkling water,,,
11717,cowpeas blackeyes unprepared frozen immature,17.0,57.0,117.0
11718,potato made with butter peel,,,
11719,tropicana twister orange strawberry banana,,,
11720,fruit juice,1.0,32.0,
11721,boxcar berry,,,
11722,hannaford iced tea lemon,,,
11723,extra fluffy enriched premium rice,,,
11724,manuka honey npa lozenges food,,,
11725,candies with high vitamin c,,,
11726,butter chicken simmer sauce mild,,,
11727,ham lean only eaten canned,,,
11728,chicken batter fried cooked meat,4.0,26.0,133.0
11729,garlic chipotle pepper sauce,,,
11730,blue sky natural soda cola,,,
11731,italian style seasoned crispy gourmet,,,
11732,belgian chocolate vanilla blackberry ice,,,
11733,ginger sesame miso,,,
11734,bean puree with greek yogurt,,,
11735,peanut butter vitamin and mineral,0.0,53.0,
11736,healthy choice cafe steamers beef,,,
11737,tea green leaf hot,,,
11738,game meat roasted cooked caribou,0.0,53.0,118.0
11739,carbonated tea beverage,,,
11740,premium pina colada mix,,,
11741,pecans unsalted,,,
11742,game meat raw separable lean,0.0,50.0,108.0
11743,game meat roasted cooked antelope,0.0,37.0,0.0
11744,salmon made with cooking spray,,,
11745,italian organic durum wheat pasta,,,
11746,david roasted and salted ranch,,,
11747,havarti cheese sopressata kalamata olives,,,
11748,aged english cheddar cheese,,,
11749,shav soup,,,
11750,artisanal pasta bronze die,,,
11751,russian dressing light,,,
11752,plum jammy sammy kids snacks,,,
11753,duck roasted cooked meat and,0.0,28.0,135.0
11754,energy refreshed lifestyle beverage,,,
11755,caffeine free flavored soda,,,
11756,waffle toasted readytoheat frozen buttermilk,,,
11757,egg white omelet made with,,,
11758,berry pomegranate replenish drink enhancer,,,
11759,breakfast piccoletto egg cheese,,,
11760,pumpkin flowers raw,1.0,64.0,
11761,assorted swirl stix frozen ice,,,
11762,belgian chocolate ice cream bar,,,
11763,totinos party pizza crsp crst,,,
11764,veal raw separable lean only,0.0,45.0,138.0
11765,infant formula powder with iron,3.0,56.0,
11766,angel hair dry pasta enriched,,,
11767,baked beans vegetarian,19.0,50.0,71.0
11768,rice cereal with bananas instant,,,
11769,soup readytoserve canned chunky chicken,,,
11770,tropical punch drink mix,,,
11771,roll soft white,,,
11772,corn pone fried,,,
11773,arabica beans,,,
11774,de nigris organic apple cider,,,
11775,mozzarella cheese with oil and,,,
11776,topping marshmallow,16.0,0.0,
11777,beverages breakfast blend brewed coffee,,,
11778,mio liquid water enhancer cranberry,,,
11779,pork broiled cooked separable lean,0.0,38.0,151.0
11780,ben jerrys greek frozen yogurt,,,
11781,crowning pure apple cider vinegar,,,
11782,real fruit juice,,,
11783,salad dressing reduced fat thousand,23.0,17.0,0.0
11784,betty crocker rich creamy lemon,,,
11785,rice with squid puerto rican,,,
11786,harvest grains blend,,,
11787,caffeine free lemon lime flavored,,,
11788,kashi chewy bars dark mocha,,,
11789,peter pan crunchy honey roast,,,
11790,fast foods skin and breading,,,
11791,bertolli marinara pie,,,
11792,alcoholic beverage dry dessert wine,1.0,5.0,
11793,chex mix hot spicy snack,,,
11794,gmills lcky chrms tstd oat,,,
11795,succotash with salt drained boiled,23.0,55.0,97.0
11796,pork roasted cooked with added,,,
11797,beef braised cooked all grades,0.0,38.0,94.0
11798,authentic white basmati rice split,,,
11799,london broil on focaccia,,,
11800,infant formula not specified as,,,
11801,beef braised cooked choice trimmed,0.0,38.0,94.0
11802,beverages with added nutrients mixed,14.0,37.0,
11803,caffeine free original seltzer,,,
11804,turnip greens no salt added,2.0,90.0,
11805,puff pastry mini quiche,,,
11806,limited edition yoplait whips root,,,
11807,pears raw asian,2.0,36.0,56.0
11808,chocolate plantbased protein nutrition shake,,,
11809,allnatural unsweet tea,,,
11810,veal raw separable lean only,0.0,45.0,138.0
11811,bushs best baked beans,,,
11812,keebler toasted crackers wheat ct,,,
11813,annies organic bunny pasta chicken,,,
11814,glutino vanilla creme gluten free,,,
11815,core power high protein milk,,,
11816,jagerbomb,,,
11817,barilla organic penne pasta,,,
11818,plums strained ba,,,
11819,betty crocker super moist lemon,,,
11820,tomatoes sundried,,,
11821,infant formula made with ba,,,
11822,yoplait original lf ygrt chry,,,
11823,blumania energy watarmelon,,,
11824,sea bass not specified as,,,
11825,brick oven style thin crust,,,
11826,turkey reduced sodium luncheon meat,,,
11827,enriched noodle product medium egg,,,
11828,cookie fat free fig bar,,,
11829,kelloggs other licensed fruit pieces,,,
11830,backyard barbecue sauce,,,
11831,crustaceans raw shrimp,0.0,56.0,113.0
11832,olive garden spaghetti with pomodoro,,,
11833,kellogg special k cereal bars,,,
11834,pie fried cherry,27.0,14.0,79.0
11835,lays honey barbecue potato ounce,,,
11836,rice fat added cheese andor,,,
11837,fireroasted diced green chiles,,,
11838,enriched medium grain white calrose,,,
11839,bear naked cereal cinnamon,,,
11840,lamb or mutton and noodles,,,
11841,protein supplement powder muscle milk,,,
11842,cheese with gelatin dessert cottage,,,
11843,pie coconut cream,13.0,15.0,111.0
11844,pie crust enriched readytobake frozen,,,
11845,avocado sauce,,,
11846,egg not specified as to,,,
11847,chicken cooked meat only breast,0.0,34.0,136.0
11848,oreo basecake grind crumbs x,,,
11849,veal roasted cooked separable lean,0.0,42.0,138.0
11850,soup condensed canned mushroom with,5.0,43.0,
11851,chicken fc countrystyle breaded boneless,,,
11852,chopped tomatoes in tomato puree,,,
11853,prego sauce classic,,,
11854,pretzel sub,,,
11855,del monte sunfresh citrus salad,,,
11856,sauce tomato based steak,,,
11857,beef braised cooked choice trimmed,0.0,38.0,94.0
11858,nuts dried black walnuts,0.0,32.0,58.0
11859,cookies refrigerated dough sugar,6.0,13.0,86.0
11860,totinos pizza sticks pepperoni,,,
11861,breadsticks not further speficied,,,
11862,oatmeal puerto rican style made,,,
11863,american basmati white wild brown,,,
11864,rackofpketunseaspcz,,,
11865,old bay seasoned,,,
11866,soup prepared with equal volume,12.0,47.0,94.0
11867,cold brew coffee,,,
11868,dark brown pure sugar,,,
11869,everyday value organic pasta sauce,,,
11870,candies dark chocolate coated coffee,12.0,19.0,
11871,awesome ice cream,,,
11872,chicken drumstick from fast food,,,
11873,quaker fruit oatmeal bfstcookie raisin,,,
11874,quaker instant oatmeal honey almond,,,
11875,pork ham boneless,2.0,41.0,136.0
11876,ruffles honey mustard potato chips,,,
11877,whole wheat seasoned bread crumbs,,,
11878,alter eco organic mascobado cane,,,
11879,tomato and cucumber salad made,,,
11880,ball park seasoned pulled pork,,,
11881,grits no added fat made,,,
11882,waffle plain,15.0,5.0,
11883,peppers without salt drained boiled,3.0,75.0,87.0
11884,guava nectar with added ascorbic,,,
11885,veal stew with potatoes and,,,
11886,potatoes unprepared dry mix au,75.0,47.0,
11887,asparagus raw,3.0,94.0,93.0
11888,quaker popped sour cream onion,,,
11889,natural black cherry concentrate,,,
11890,alexander the grape sir isaac,,,
11891,all purpose flour,66.0,33.0,43.0
11892,ham not specified as to,,,
11893,aged swiss cheese slices,,,
11894,great value tea drink enhancer,,,
11895,thirst quencher strawberry watermelon,,,
11896,don vito crab marinara,,,
11897,cereals cooked with water wheatena,11.0,37.0,
11898,yogurt coconut milk,,,
11899,lamb broiled cooked ground,0.0,33.0,141.0
11900,lamb roasted cooked trimmed to,0.0,37.0,141.0
11901,semolina shells,,,
11902,kung pao beef,,,
11903,cabbage with salt drained boiled,1.0,85.0,67.0
11904,chicken wing not specified as,,,
11905,desiam thai dipping sauce pineapple,,,
11906,annies real aged cheddar macaroni,,,
11907,blood orange water,,,
11908,pediatric electrolyte oral solution,,,
11909,kelloggs krave cereal chocolate ct,,,
11910,ham or pork with tomatobased,,,
11911,progresso light chicken noodle soup,,,
11912,bacon rim shot salt,,,
11913,aramounis mediterranea pimento olive dip,,,
11914,buddig chicken breast rotisserie,,,
11915,ben jerrys core ice cream,,,
11916,kashi pizza mediterranean,,,
11917,oatmeal no added fat made,,,
11918,enchilada no sauce,,,
11919,restaurant spaghetti with pomodoro sauce,,,
11920,double expresso energy gel,,,
11921,candies heath bites,15.0,7.0,
11922,gatorade allstar strawberry zpk,,,
11923,jamaican choice demerara brown sugar,,,
11924,gmills cheerios sweetened whl grn,,,
11925,almonds sugarcoated,,,
11926,larabar peanut butter banana fruit,,,
11927,buffalo aioli,,,
11928,beef raw all grades trimmed,0.0,41.0,94.0
11929,liquid water enhancer high antioxidants,,,
11930,sauce readytoserve basil pesto classico,,,
11931,organic chinese lomein,,,
11932,kashi salty snacks crisps sun,,,
11933,fish cooked alaska pollock,,,
11934,infant formula made with tap,,,
11935,creamy vanilla bean cardio whey,,,
11936,award cuisine chicken and dumplings,,,
11937,colavita premium all natural organic,,,
11938,beans toddler ba,,,
11939,cheese spread cream base,4.0,20.0,
11940,artichokes unprepared frozen globe or,8.0,74.0,
11941,boneless fully cooked ham steak,,,
11942,hanukkah sprinkles sugar crystals,,,
11943,wheat flour bleached enriched allpurpose,,,
11944,burrito with meat,35.0,39.0,120.0
11945,marie callenders three meat and,,,
11946,syrups light corn,151.0,1.0,0.0
11947,authentic enchilada sauce,,,
11948,yoplait light harvest peach fat,,,
11949,chicken roasted cooked meat only,0.0,32.0,136.0
11950,tomatoes with green chilies canned,3.0,68.0,
11951,orange breeze natural artificial flavor,,,
11952,classic chai tea latte concentrate,,,
11953,frankfurter or hot dog reduced,,,
11954,hot chocolate cocoa made with,,,
11955,kelloggs fruit pieces disney frozen,,,
11956,gamesa ricanelas cinnamon cookies ounce,,,
11957,msrf inc family guy root,,,
11958,berry flavor sport protein drink,,,
11959,pork loin bone in medium,,,
11960,cheetos simply white cheddar puffs,,,
11961,chicken or turkey chow mein,,,
11962,gardenburger veggie burgers portabella,,,
11963,classic cosmopolitan nonalcoholic cocktail mixer,,,
11964,campbells sauces pineapple teriyaki,,,
11965,beans with salt drained boiled,1.0,66.0,87.0
11966,chicken or turkey no dressing,,,
11967,kohlrabi without salt drained boiled,5.0,74.0,47.0
11968,beef grilled cooked select trimmed,0.0,44.0,94.0
11969,horchata beverage made with milk,,,
11970,keebler sandies cookies pecan,,,
11971,aged rustic alpine semi firm,,,
11972,allens chili beans in sauce,,,
11973,bloody mary premium cocktail mix,,,
11974,chicken or turkey with cheese,,,
11975,freekeh organic and fair,,,
11976,cookies refrigerated dough oatmeal,6.0,16.0,93.0
11977,gravy dry chicken,3.0,28.0,
11978,a new you lifestyle beverage,,,
11979,coffee creamer flavored sugar freepowder,,,
11980,naked boosted green machine juice,,,
11981,infant formula not further specified,,,
11982,alcoholic beverage red table wine,0.0,12.0,
11983,all purpose vegetable oil,0.0,2.0,0.0
11984,pringles crisps salt vinegar,,,
11985,sweet veggie pack,,,
11986,chicken fish and pork seasoned,,,
11987,beef raw select trimmed to,0.0,42.0,94.0
11988,chicken helper fettuccine alfredo dry,,,
11989,pineapple solids and liquids water,4.0,56.0,
11990,cereals readytoeat capn crunchs oops,,,
11991,avococo high heat cooking oil,,,
11992,chipotle dip light,,,
11993,muffins dry mix blueberry,17.0,2.0,
11994,portable protein pack,,,
11995,desserts dry mix chocolate rennin,5.0,24.0,82.0
11996,chicken meatless,0.0,47.0,
11997,butter chicken curry simmer sauce,,,
11998,slim jim smoked bacon jerky,,,
11999,potato chips plain popped,,,
12000,enriched white rice,22.0,35.0,55.0
12001,energy drink no fear motherload,,,
12002,kashi golean bars peanut,,,
12003,california yellow cling peaches,,,
12004,cascadian farm organic oatmeal raisin,,,
12005,tomato products with tidbits sauce,7.0,73.0,45.0
12006,kidney beans and brown rice,,,
12007,kelloggs nutrigrain granola bars blueberry,,,
12008,beef and egg noodles not,,,
12009,pepsi next fl can,,,
12010,fifty energy drink grape,,,
12011,infant formula made with tap,,,
12012,lays garlic z,,,
12013,puddings with added oil regular,52.0,1.0,0.0
12014,pork roasted cooked separable lean,0.0,26.0,146.0
12015,shortcrust tart coating,,,
12016,burrata lemon zest herb ravioli,,,
12017,fast foods french fried in,31.0,23.0,91.0
12018,chicken fc chiknzips diced breast,,,
12019,extravirgin avocado oil,,,
12020,hard cider,,,
12021,vegetarian fillets,2.0,50.0,
12022,everyday value organic mozzarella cheese,,,
12023,annies bunny grahams snacks honey,,,
12024,fish salted mackerel,0.0,32.0,
12025,cheese deep dish minis pizzas,,,
12026,orange zero sugar thirst quencher,,,
12027,caffeine free raspberry seltzer,,,
12028,black magic cold brew coffee,,,
12029,bayou berry infused with strawberry,,,
12030,equal natural sweetener stevia,,,
12031,creamy butternut sauce,,,
12032,andean dream royal quinoa pasta,,,
12033,cereal general mills cookie crisp,18.0,64.0,
12034,fruit and vegetable smoothie with,,,
12035,zico natural organic coconut water,,,
12036,apple cider,6.0,18.0,0.0
12037,coconut water with chocolate,,,
12038,banquet cheesy mac and beef,,,
12039,instant cereal,2.0,36.0,
12040,morningstar farms veggie style patty,,,
12041,veal roasted cooked separable lean,0.0,42.0,138.0
12042,creamy risotto with truffle and,,,
12043,waffle from frozen fruit whole,,,
12044,black bold sugar free coldbrew,,,
12045,amaretto flavored super premium ice,,,
12046,lamb raw lean fat ground,,,
12047,bakery release spray,,,
12048,black eyed peas,,,
12049,caramel with nuts and cereal,,,
12050,caffeine free old fashioned diet,,,
12051,cascadian farm organic kale,,,
12052,fast foods and sausage cheese,25.0,34.0,
12053,betty crocker lemon cake mug,,,
12054,pure cold pressed avocado oil,,,
12055,casalingo uncured italian salami aged,,,
12056,bakenets tender cracklins traditional chicarrones,,,
12057,original fish battre mix,,,
12058,aroyd red curry paste,,,
12059,chicken skin bbq rotisserie broiler,,,
12060,beverage,0.0,0.0,
12061,brown rice natural health vinegar,,,
12062,balsamic olive oil vinaigrette,,,
12063,macaroni or noodles with cheese,,,
12064,beverage sparkling water raspberry,,,
12065,brazil nuts,,,
12066,beans with salt drained boiled,1.0,66.0,87.0
12067,chipotle bourbon with caramelized onion,,,
12068,dei fratelli chopped italian tomatoes,,,
12069,food should taste good spicy,,,
12070,mayonnaise regular,22.0,23.0,
12071,del monte sliced peaches in,,,
12072,wine rose table,,,
12073,chicken riggie sauce,,,
12074,pulled pork bbq in a,,,
12075,nuts creamed dried desiccated coconut,0.0,14.0,87.0
12076,sauce sriracha hot chile,,,
12077,pork roasted heated separable lean,18.0,42.0,132.0
12078,natural coconut water with aloe,,,
12079,tuna salad,5.0,29.0,
12080,beef grilled cooked all grades,0.0,43.0,94.0
12081,hsw turkey breakfast sausage links,,,
12082,liquid milk enhancer,,,
12083,cross functional beverage,,,
12084,applebees coleslaw,,,
12085,central market heb all natural,,,
12086,infant formula made with plain,,,
12087,orange spritz electrolyte replenishment glucosamine,,,
12088,sauce original kc masterpiece barbecue,,,
12089,california yellow cling peach halves,,,
12090,apricot premium preserves,,,
12091,bertolli chicken marsala meal,,,
12092,bushs black beans,,,
12093,fast foods hush puppies,21.0,20.0,91.0
12094,fruit cocktail solids and liquids,21.0,22.0,
12095,fine ground roasted sesame seeds,,,
12096,chile relleno salsa,,,
12097,black chili beans in sauce,,,
12098,bacon jam,,,
12099,creamy miso dressing,,,
12100,color cheese tortellini,,,
12101,cavatappi,,,
12102,oysters canned,5.0,75.0,107.0
12103,chokecherries pitted shoshone bannock raw,2.0,30.0,
12104,adaptogen powder daily stress management,,,
12105,cranberry juice blend,,,
12106,dole orange juice from concentrate,,,
12107,gelatin dessert with fruit,,,
12108,caramel cappuccino drink mix,,,
12109,pie crust unenriched readytobake frozen,,,
12110,mg cbd broad spectrum lemonadecannabiods,,,
12111,strawberries unsweetened frozen,4.0,59.0,47.0
12112,snacks sourcreamandonionflavor potato chips,,,
12113,cherry mixed fruit diced peaches,,,
12114,crispy thin crust mediterranean style,,,
12115,cheese low moisture whole milk,0.0,32.0,136.0
12116,santiam whole pickled beets,,,
12117,gamesa marias vanilla cookies ounce,,,
12118,hunts diced tomatoes with basil,,,
12119,whey fluid acid,5.0,47.0,110.0
12120,erythritol natural sugar alternative,,,
12121,ice cream cake,25.0,10.0,
12122,salmon made with cooking spray,,,
12123,beef grilled cooked select trimmed,0.0,44.0,94.0
12124,bresaola drycured beef prosciutto,,,
12125,grains thin spaghetti gluten free,,,
12126,multigrain organic pancake waffle mix,,,
12127,pizza hut cheese pan crust,,,
12128,breadfruit cooked,,,
12129,beef with vegetables including carrots,,,
12130,chile verde sauce con pork,,,
12131,oil sheanut,0.0,0.0,0.0
12132,campbells slow kettle soup white,,,
12133,ravioli with meat sauce cheesefilled,,,
12134,egg white with meat or,,,
12135,chicken heated conventional oven barbecue,3.0,32.0,118.0
12136,cheerios cereal family size,,,
12137,chocolate flavor plant based protein,,,
12138,yoplait greek protein vanilla fat,,,
12139,aged white leicester cheese,,,
12140,baba foods hummus,,,
12141,cookies baked refrigerated dough chocolate,5.0,12.0,89.0
12142,protein pack,,,
12143,lamb raw intermuscular fat imported,,,
12144,sodastream caps pepsi soda mix,,,
12145,fruit cocktail solids and liquids,21.0,22.0,
12146,caffeine free black cherry soda,,,
12147,beef broiled cooked all grades,0.0,43.0,154.0
12148,infant formula toddler readytofeed soy,,,
12149,pancakes whole grain,,,
12150,spinach for use on a,,,
12151,mango frozen,,,
12152,energy drink rockstar,,,
12153,banquet breast chicken nugget,,,
12154,gushers tropical flavors fruit flavored,,,
12155,lamb raw separable lean only,0.0,43.0,141.0
12156,fish made with margarine fried,,,
12157,betty crocker chocolate chip cookie,,,
12158,gopicnic turkey stick crunch,,,
12159,bushs large butter beans,,,
12160,campbells pasta meatball,5.0,27.0,
12161,glacier freeze thirst quencher,,,
12162,cheetos crunchy flamin hot limon,,,
12163,beef braised cooked select trimmed,0.0,39.0,94.0
12164,ambrosia,,,
12165,beef grilled cooked select trimmed,0.0,44.0,94.0
12166,egg omelet or scrambled made,,,
12167,blueberry elderberry blue rose,,,
12168,berry blend lemonade juice beverage,,,
12169,chicken fillet sandwich with cheese,21.0,32.0,135.0
12170,octopus alaska native,0.0,37.0,
12171,red kidney beans,12.0,55.0,103.0
12172,beef raw kidney variety meats,0.0,75.0,
12173,apple cider flavored seltzer water,,,
12174,mullet no added fat baked,,,
12175,pork roasted cooked separable lean,0.0,26.0,146.0
12176,coco ridge mountain sport drink,,,
12177,oil grapeseed,0.0,3.0,0.0
12178,grove square ice cream shop,,,
12179,fish raw milkfish,0.0,36.0,148.0
12180,pork bacon cooked reduced sodium,0.0,27.0,120.0
12181,candies preparedfromrecipe chocolate marshmallow fudge,,,
12182,ginger evans quick bread muffin,,,
12183,swiss miss gift pack,,,
12184,beverages without caffeine cola carbonated,1.0,2.0,0.0
12185,chinese style noodles,,,
12186,pork tenderloin basted nte solution,,,
12187,silk coffee soymilk,13.0,27.0,
12188,garlic chili pepper sauce sriracha,,,
12189,whole grain spaghetti,,,
12190,amazonas rainforest product cebada entera,,,
12191,fish and vegetables including carrots,,,
12192,reeses crispy crunchy bar,,,
12193,cabernet marinara with herbs pasta,,,
12194,multigrain ciabatta sandwich rolls,,,
12195,frozen mocha coffee drink,,,
12196,seal partially dried alaska native,0.0,29.0,103.0
12197,morningstar farms breakfast maple,,,
12198,salad dressing without salt reduced,33.0,15.0,
12199,infant formula readytofeed similac advance,,,
12200,chicken not reheated frozen precooked,,,
12201,bologna american wedge,,,
12202,coconut water with coffee latte,,,
12203,milkfat fat free small curd,,,
12204,basmati aromatic rice,,,
12205,cold brew tea,,,
12206,pork roasted cooked separable lean,0.0,26.0,146.0
12207,turkey bone removed with skin,0.0,36.0,
12208,apricot pineapple,20.0,25.0,
12209,cowpeas blackeyes raw immature seeds,10.0,68.0,117.0
12210,natural seltzer mango berry,,,
12211,gatorade instant powder mix lemon,,,
12212,esthers authentic foods ready stew,,,
12213,noodles with vegetables in tomatobased,,,
12214,pasta tinkyada cooked brown rice,,,
12215,artisan sorbet,,,
12216,fruit salad with marshmallows excluding,,,
12217,chunk pineapple in heavy syrup,,,
12218,prego sauces bacon alfredo,,,
12219,campbells homestyle soup chicken rice,,,
12220,c loaf,,,
12221,dandelion greens raw,2.0,88.0,
12222,beef raw select trimmed to,0.0,42.0,94.0
12223,double dutch chocolate protein,,,
12224,red sangria cocktail mixer,,,
12225,garlic sesame gochu jang korean,,,
12226,american deli cheese product slices,,,
12227,amaranth a natural super grain,,,
12228,peppers dried pasilla,1.0,64.0,
12229,extra crispy tempura batter mix,,,
12230,betty crocker salted caramel cookie,,,
12231,turkey skin not eaten cooked,,,
12232,tortillas without added calcium flour,11.0,32.0,48.0
12233,beef ravioli pasta,,,
12234,infant formula not specified as,,,
12235,best choice diet orange soda,,,
12236,corn scalloped or pudding,,,
12237,immaculate baking gluten free double,,,
12238,cordial or liqueur,,,
12239,annies sour bunnies bunny fruit,,,
12240,usda choice beef filet of,,,
12241,trout no added fat baked,,,
12242,chex mix ghost pepper snack,,,
12243,whole grain linguine,,,
12244,moose braised alaska native liver,1.0,68.0,
12245,fruit punch zero sugar thirst,,,
12246,ruffles original party size potato,,,
12247,egg omelet or scrambled not,,,
12248,apples raw with skin granny,,,
12249,bread not specified as to,,,
12250,lentils raw pink or red,,,
12251,propel powder citrus punch z,,,
12252,artichoke sauce,,,
12253,longans raw,0.0,33.0,
12254,sobe life water mango mandarin,,,
12255,guavas raw common,7.0,65.0,24.0
12256,pork chop lean and fat,0.0,38.0,151.0
12257,pretzels unsalted soft,67.0,23.0,
12258,black forest deli style turkey,,,
12259,blueberry organic lemonade,,,
12260,bushs southwestern style pinto beans,,,
12261,a taste of thai panang,,,
12262,artichokes with salt drained boiled,3.0,68.0,
12263,caffeine free diet root beer,,,
12264,black cherry protein water,,,
12265,fish raw mixed species eel,0.0,41.0,148.0
12266,bitter lemon,,,
12267,meat substitute fried cereal and,,,
12268,bolio apple cider vinegar,,,
12269,margarinelike shortening principal use flaky,,,
12270,aged sharp cheddar cheese,,,
12271,crepe plain,,,
12272,margarita mix azul,,,
12273,quaker chewy dipps peanut butter,,,
12274,instant lunch ramen noodles with,,,
12275,margarine tub fatspread,,,
12276,taro shoots raw,1.0,67.0,
12277,lime freeze dired cocktail mix,,,
12278,pork andor darkgreen leafy tomatobased,,,
12279,black cherry darkest hour soda,,,
12280,cayennade,,,
12281,blackberry jelly,,,
12282,kellogg special k cereal gluten,,,
12283,american milk reduced fat pasteurized,,,
12284,prego sauces merlot tomato,,,
12285,old el paso guacamole mild,,,
12286,frostings prepared with margarine dry,13.0,8.0,95.0
12287,peas with salt boiled cooked,5.0,88.0,34.0
12288,potato with cheese made milk,,,
12289,gatorade thirst quencher berry fl,,,
12290,salmon made with butter fried,,,
12291,chicken tenders or strips from,,,
12292,protein boosts performance formulated for,,,
12293,italianstyle meat trio panini,,,
12294,candies no sugar or low,,,
12295,all natural zesty guacamole,,,
12296,squash raw ba,,,
12297,pork chop lean only eaten,,,
12298,game meat braised cooked separable,0.0,46.0,108.0
12299,state cheddar cheese blend shredded,,,
12300,corned beef readytoeat canned,,,
12301,frozen novelties stickless bar no,3.0,22.0,
12302,sport water enhancer fruit punch,,,
12303,red gold ketchup with real,,,
12304,organic flavored almondmilk coconutmilk with,,,
12305,apple pie tons of toppings,,,
12306,fudge peanut butter,9.0,8.0,
12307,lnpkbnlscollarvppcz,,,
12308,fish drained solids canned in,0.0,57.0,148.0
12309,cheese mexican reduced fat monterey,,,
12310,cheese mexican shredded monterey jack,,,
12311,tuna salad on multigrain bread,,,
12312,vegetable soup chunky style with,,,
12313,blackberry splash flavored water,,,
12314,cereal maltomeal honey nut toasty,,,
