,Food,Matching Food,Category of Matching Food,Number of common flavor molecules
28682,Muscadine Grape,Lovage Essential,Essential,92
28683,Muscadine Grape,Sea Buckthorns,Buckthorns,92
28684,Muscadine Grape,Kelp,Seafood,92
28685,Muscadine Grape,Artichoke,Flower,92
28686,Muscadine Grape,Apple,Fruit,92
28687,Muscadine Grape,Apricot,Fruit,92
28688,Muscadine Grape,Avocado,Fruit,92
28689,Muscadine Grape,Banana,Fruit,92
28690,Muscadine Grape,Cherimoya,Fruit,92
28691,Muscadine Grape,Coconut,Fruit,92
28692,Muscadine Grape,Black Currant,Currant,92
28693,Muscadine Grape,Red Currant,Currant,92
28694,Muscadine Grape,Dates,Fruit,92
28695,Muscadine Grape,Durian,Fruit,92
28696,Muscadine Grape,Elderberry,Fruit-Berry,92
28697,Muscadine Grape,Feijoa,Fruit,92
28698,Muscadine Grape,Fig,Fruit,92
28699,Muscadine Grape,Grape,Fruit,92
28700,Muscadine Grape,Guava,Fruit,92
28701,Muscadine Grape,Hogplum,Fruit,92
28702,Muscadine Grape,Jackfruit,Fruit,92
28703,Muscadine Grape,Kiwifruit,Fruit,92
28704,Muscadine Grape,Litchi,Fruit,92
28705,Muscadine Grape,Loquat,Fruit,92
28706,Muscadine Grape,Mango,Fruit,92
28707,Muscadine Grape,Melon,Fruit,92
28708,Muscadine Grape,Musk Melon,Melon,92
28709,Muscadine Grape,Naranjilla,Fruit,92
28710,Muscadine Grape,Orange,Fruit,92
28711,Muscadine Grape,Papaya,Fruit,92
28712,Muscadine Grape,Passionfruit,Fruit,92
28713,Muscadine Grape,Peach,Fruit,92
28714,Muscadine Grape,Pear,Fruit,92
28715,Muscadine Grape,Prickly Pear,Pear,92
28716,Muscadine Grape,Pineapple,Fruit,92
28717,Muscadine Grape,Plum,Fruit,92
28718,Muscadine Grape,Pumpkin,Fruit,92
28719,Muscadine Grape,Quince,Fruit,92
28720,Muscadine Grape,Roseapple,Fruit,92
28721,Muscadine Grape,Sapodilla,Fruit,92
28722,Muscadine Grape,Soursop,Fruit,92
28723,Muscadine Grape,Starfruit,Fruit,92
28724,Muscadine Grape,Tamarind,Fruit,92
28725,Muscadine Grape,Bilberry,Berry,92
28726,Muscadine Grape,Blackberry,Berry,92
28727,Muscadine Grape,Blueberry,Berry,92
28728,Muscadine Grape,Cherry,Berry,92
28729,Muscadine Grape,Bitter Cherry,Cherry,92
28730,Muscadine Grape,Sour Cherry,Cherry,92
28731,Muscadine Grape,Cloudberry,Berry,92
28732,Muscadine Grape,Cranberry,Berry,92
28733,Muscadine Grape,Gooseberry,Berry,92
28734,Muscadine Grape,Lingonberry,Berry,92
28735,Muscadine Grape,Loganberry,Berry,92
28736,Muscadine Grape,Raspberry,Berry,92
28737,Muscadine Grape,Strawberry,Berry,92
28738,Muscadine Grape,Grapefruit Fruit,Fruit,92
28739,Muscadine Grape,Kumquat Fruit,Fruit,92
28740,Muscadine Grape,Lemon Fruit,Fruit,92
28741,Muscadine Grape,Lime Fruit,Fruit,92
28742,Muscadine Grape,Mandarin Orange Fruit,Orange,92
28743,Muscadine Grape,Vanilla Fruit,Fruit,92
28744,Muscadine Grape,Mushroom,Fungus,92
28745,Muscadine Grape,Angelica,Herb,92
28746,Muscadine Grape,Artemisia,Herb,92
28747,Muscadine Grape,Basil,Herb,92
28748,Muscadine Grape,Buckwheat,Herb,92
28749,Muscadine Grape,Chervil,Herb,92
28750,Muscadine Grape,Coriander,Herb,92
28751,Muscadine Grape,Cornmint,Herb,92
28752,Muscadine Grape,Dill,Herb,92
28753,Muscadine Grape,Fennel,Herb,92
28754,Muscadine Grape,Fenugreek,Herb,92
28755,Muscadine Grape,Garlic,Herb,92
28756,Muscadine Grape,Lemon Balm,Balm,92
28757,Muscadine Grape,Mint,Herb,92
28758,Muscadine Grape,Rhubarb,Herb,92
28759,Muscadine Grape,Rosemary,Herb,92
28760,Muscadine Grape,Sage,Herb,92
28761,Muscadine Grape,Spearmint,Herb,92
28762,Muscadine Grape,Tarragon,Herb,92
28763,Muscadine Grape,Thyme,Herb,92
28764,Muscadine Grape,Almond,Nut,92
28765,Muscadine Grape,Brazil Nut,Nut,92
28766,Muscadine Grape,Cocoa,Seed,92
28767,Muscadine Grape,Beans,Legume,92
28768,Muscadine Grape,Lima Beans,Beans,92
28769,Muscadine Grape,Peanut,Nut,92
28770,Muscadine Grape,Peas,Legume,92
28771,Muscadine Grape,Soybean,Legume,92
28772,Muscadine Grape,Hazelnut,Nut,92
28773,Muscadine Grape,Macadamia Nut,Nut,92
28774,Elliott'S Blueberry,Barley,Cereal,92
28775,Elliott'S Blueberry,Oats,Cereal,92
28776,Elliott'S Blueberry,Rice,Cereal,92
28777,Elliott'S Blueberry,Corn,Maize,92
28778,Elliott'S Blueberry,Chamomile Essential,Essential,92
28779,Elliott'S Blueberry,Hyssop Oil Essential,Oil,92
28780,Elliott'S Blueberry,Lemon Grass Essential,Grass,92
28781,Elliott'S Blueberry,Lovage Essential,Essential,92
28782,Elliott'S Blueberry,Sea Buckthorns,Buckthorns,92
28783,Elliott'S Blueberry,Kelp,Seafood,92
28784,Elliott'S Blueberry,Artichoke,Flower,92
28785,Elliott'S Blueberry,Apple,Fruit,92
28786,Elliott'S Blueberry,Apricot,Fruit,92
28787,Elliott'S Blueberry,Avocado,Fruit,92
28788,Elliott'S Blueberry,Banana,Fruit,92
28789,Elliott'S Blueberry,Cherimoya,Fruit,92
28790,Elliott'S Blueberry,Coconut,Fruit,92
28791,Elliott'S Blueberry,Black Currant,Currant,92
28792,Elliott'S Blueberry,Red Currant,Currant,92
28793,Elliott'S Blueberry,Dates,Fruit,92
28794,Elliott'S Blueberry,Durian,Fruit,92
28795,Elliott'S Blueberry,Elderberry,Fruit-Berry,92
28796,Elliott'S Blueberry,Feijoa,Fruit,92
28797,Elliott'S Blueberry,Fig,Fruit,92
28798,Elliott'S Blueberry,Grape,Fruit,92
28799,Elliott'S Blueberry,Guava,Fruit,92
28800,Elliott'S Blueberry,Hogplum,Fruit,92
28801,Elliott'S Blueberry,Jackfruit,Fruit,92
28802,Elliott'S Blueberry,Kiwifruit,Fruit,92
28803,Elliott'S Blueberry,Litchi,Fruit,92
28804,Elliott'S Blueberry,Loquat,Fruit,92
28805,Elliott'S Blueberry,Mango,Fruit,92
28806,Elliott'S Blueberry,Melon,Fruit,92
28807,Elliott'S Blueberry,Musk Melon,Melon,92
28808,Elliott'S Blueberry,Naranjilla,Fruit,92
28809,Elliott'S Blueberry,Orange,Fruit,92
28810,Elliott'S Blueberry,Papaya,Fruit,92
28811,Elliott'S Blueberry,Passionfruit,Fruit,92
28812,Elliott'S Blueberry,Peach,Fruit,92
28813,Elliott'S Blueberry,Pear,Fruit,92
28814,Elliott'S Blueberry,Prickly Pear,Pear,92
28815,Elliott'S Blueberry,Pineapple,Fruit,92
28816,Elliott'S Blueberry,Plum,Fruit,92
28817,Elliott'S Blueberry,Pumpkin,Fruit,92
28818,Elliott'S Blueberry,Quince,Fruit,92
28819,Elliott'S Blueberry,Roseapple,Fruit,92
28820,Elliott'S Blueberry,Sapodilla,Fruit,92
28821,Elliott'S Blueberry,Soursop,Fruit,92
28822,Elliott'S Blueberry,Starfruit,Fruit,92
28823,Elliott'S Blueberry,Tamarind,Fruit,92
28824,Elliott'S Blueberry,Bilberry,Berry,92
28825,Elliott'S Blueberry,Blackberry,Berry,92
28826,Elliott'S Blueberry,Blueberry,Berry,92
28827,Elliott'S Blueberry,Cherry,Berry,92
28828,Elliott'S Blueberry,Bitter Cherry,Cherry,92
28829,Elliott'S Blueberry,Sour Cherry,Cherry,92
28830,Elliott'S Blueberry,Cloudberry,Berry,92
28831,Elliott'S Blueberry,Cranberry,Berry,92
28832,Elliott'S Blueberry,Gooseberry,Berry,92
28833,Elliott'S Blueberry,Lingonberry,Berry,92
28834,Elliott'S Blueberry,Loganberry,Berry,92
28835,Elliott'S Blueberry,Raspberry,Berry,92
28836,Elliott'S Blueberry,Strawberry,Berry,92
28837,Elliott'S Blueberry,Grapefruit Fruit,Fruit,92
28838,Elliott'S Blueberry,Kumquat Fruit,Fruit,92
28839,Elliott'S Blueberry,Lemon Fruit,Fruit,92
28840,Elliott'S Blueberry,Lime Fruit,Fruit,92
28841,Elliott'S Blueberry,Mandarin Orange Fruit,Orange,92
28842,Elliott'S Blueberry,Vanilla Fruit,Fruit,92
28843,Elliott'S Blueberry,Mushroom,Fungus,92
28844,Elliott'S Blueberry,Angelica,Herb,92
28845,Elliott'S Blueberry,Artemisia,Herb,92
28846,Elliott'S Blueberry,Basil,Herb,92
28847,Elliott'S Blueberry,Buckwheat,Herb,92
28848,Elliott'S Blueberry,Chervil,Herb,92
28849,Elliott'S Blueberry,Coriander,Herb,92
28850,Elliott'S Blueberry,Cornmint,Herb,92
28851,Elliott'S Blueberry,Dill,Herb,92
28852,Elliott'S Blueberry,Fennel,Herb,92
28853,Elliott'S Blueberry,Fenugreek,Herb,92
28854,Elliott'S Blueberry,Garlic,Herb,92
28855,Elliott'S Blueberry,Lemon Balm,Balm,92
28856,Elliott'S Blueberry,Mint,Herb,92
28857,Elliott'S Blueberry,Rhubarb,Herb,92
28858,Elliott'S Blueberry,Rosemary,Herb,92
28859,Elliott'S Blueberry,Sage,Herb,92
28860,Elliott'S Blueberry,Spearmint,Herb,92
28861,Elliott'S Blueberry,Tarragon,Herb,92
28862,Elliott'S Blueberry,Thyme,Herb,92
28863,Elliott'S Blueberry,Almond,Nut,92
28864,Elliott'S Blueberry,Brazil Nut,Nut,92
28865,Elliott'S Blueberry,Cocoa,Seed,92
28866,Elliott'S Blueberry,Beans,Legume,92
28867,Elliott'S Blueberry,Lima Beans,Beans,92
28868,Elliott'S Blueberry,Peanut,Nut,92
28869,Elliott'S Blueberry,Peas,Legume,92
28870,Elliott'S Blueberry,Soybean,Legume,92
28871,Elliott'S Blueberry,Hazelnut,Nut,92
28872,Elliott'S Blueberry,Macadamia Nut,Nut,92
28873,Canada Blueberry,Barley,Cereal,92
28874,Canada Blueberry,Oats,Cereal,92
28875,Canada Blueberry,Rice,Cereal,92
28876,Canada Blueberry,Corn,Maize,92
28877,Canada Blueberry,Chamomile Essential,Essential,92
28878,Canada Blueberry,Hyssop Oil Essential,Oil,92
28879,Canada Blueberry,Lemon Grass Essential,Grass,92
28880,Canada Blueberry,Lovage Essential,Essential,92
28881,Canada Blueberry,Sea Buckthorns,Buckthorns,92
28882,Canada Blueberry,Kelp,Seafood,92
28883,Canada Blueberry,Artichoke,Flower,92
28884,Canada Blueberry,Apple,Fruit,92
28885,Canada Blueberry,Apricot,Fruit,92
28886,Canada Blueberry,Avocado,Fruit,92
28887,Canada Blueberry,Banana,Fruit,92
28888,Canada Blueberry,Cherimoya,Fruit,92
28889,Canada Blueberry,Coconut,Fruit,92
28890,Canada Blueberry,Black Currant,Currant,92
28891,Canada Blueberry,Red Currant,Currant,92
28892,Canada Blueberry,Dates,Fruit,92
28893,Canada Blueberry,Durian,Fruit,92
28894,Canada Blueberry,Elderberry,Fruit-Berry,92
28895,Canada Blueberry,Feijoa,Fruit,92
28896,Canada Blueberry,Fig,Fruit,92
28897,Canada Blueberry,Grape,Fruit,92
28898,Canada Blueberry,Guava,Fruit,92
28899,Canada Blueberry,Hogplum,Fruit,92
28900,Canada Blueberry,Jackfruit,Fruit,92
28901,Canada Blueberry,Kiwifruit,Fruit,92
28902,Canada Blueberry,Litchi,Fruit,92
28903,Canada Blueberry,Loquat,Fruit,92
28904,Canada Blueberry,Mango,Fruit,92
28905,Canada Blueberry,Melon,Fruit,92
28906,Canada Blueberry,Musk Melon,Melon,92
28907,Canada Blueberry,Naranjilla,Fruit,92
28908,Canada Blueberry,Orange,Fruit,92
28909,Canada Blueberry,Papaya,Fruit,92
28910,Canada Blueberry,Passionfruit,Fruit,92
28911,Canada Blueberry,Peach,Fruit,92
28912,Canada Blueberry,Pear,Fruit,92
28913,Canada Blueberry,Prickly Pear,Pear,92
28914,Canada Blueberry,Pineapple,Fruit,92
28915,Canada Blueberry,Plum,Fruit,92
28916,Canada Blueberry,Pumpkin,Fruit,92
28917,Canada Blueberry,Quince,Fruit,92
28918,Canada Blueberry,Roseapple,Fruit,92
28919,Canada Blueberry,Sapodilla,Fruit,92
28920,Canada Blueberry,Soursop,Fruit,92
28921,Canada Blueberry,Starfruit,Fruit,92
28922,Canada Blueberry,Tamarind,Fruit,92
28923,Canada Blueberry,Bilberry,Berry,92
28924,Canada Blueberry,Blackberry,Berry,92
28925,Canada Blueberry,Blueberry,Berry,92
28926,Canada Blueberry,Cherry,Berry,92
28927,Canada Blueberry,Bitter Cherry,Cherry,92
28928,Canada Blueberry,Sour Cherry,Cherry,92
28929,Canada Blueberry,Cloudberry,Berry,92
28930,Canada Blueberry,Cranberry,Berry,92
28931,Canada Blueberry,Gooseberry,Berry,92
28932,Canada Blueberry,Lingonberry,Berry,92
28933,Canada Blueberry,Loganberry,Berry,92
28934,Canada Blueberry,Raspberry,Berry,92
28935,Canada Blueberry,Strawberry,Berry,92
28936,Canada Blueberry,Grapefruit Fruit,Fruit,92
28937,Canada Blueberry,Kumquat Fruit,Fruit,92
28938,Canada Blueberry,Lemon Fruit,Fruit,92
28939,Canada Blueberry,Lime Fruit,Fruit,92
28940,Canada Blueberry,Mandarin Orange Fruit,Orange,92
28941,Canada Blueberry,Vanilla Fruit,Fruit,92
28942,Canada Blueberry,Mushroom,Fungus,92
28943,Canada Blueberry,Angelica,Herb,92
28944,Canada Blueberry,Artemisia,Herb,92
28945,Canada Blueberry,Basil,Herb,92
28946,Canada Blueberry,Buckwheat,Herb,92
28947,Canada Blueberry,Chervil,Herb,92
28948,Canada Blueberry,Coriander,Herb,92
28949,Canada Blueberry,Cornmint,Herb,92
28950,Canada Blueberry,Dill,Herb,92
28951,Canada Blueberry,Fennel,Herb,92
28952,Canada Blueberry,Fenugreek,Herb,92
28953,Canada Blueberry,Garlic,Herb,92
28954,Canada Blueberry,Lemon Balm,Balm,92
28955,Canada Blueberry,Mint,Herb,92
28956,Canada Blueberry,Rhubarb,Herb,92
28957,Canada Blueberry,Rosemary,Herb,92
28958,Canada Blueberry,Sage,Herb,92
28959,Canada Blueberry,Spearmint,Herb,92
28960,Canada Blueberry,Tarragon,Herb,92
28961,Canada Blueberry,Thyme,Herb,92
28962,Canada Blueberry,Almond,Nut,92
28963,Canada Blueberry,Brazil Nut,Nut,92
28964,Canada Blueberry,Cocoa,Seed,92
28965,Canada Blueberry,Beans,Legume,92
28966,Canada Blueberry,Lima Beans,Beans,92
28967,Canada Blueberry,Peanut,Nut,92
28968,Canada Blueberry,Peas,Legume,92
28969,Canada Blueberry,Soybean,Legume,92
28970,Canada Blueberry,Hazelnut,Nut,92
28971,Canada Blueberry,Macadamia Nut,Nut,92
28972,Buffalo Currant,Barley,Cereal,92
28973,Buffalo Currant,Oats,Cereal,92
28974,Buffalo Currant,Rice,Cereal,92
28975,Buffalo Currant,Corn,Maize,92
28976,Buffalo Currant,Chamomile Essential,Essential,92
28977,Buffalo Currant,Hyssop Oil Essential,Oil,92
28978,Buffalo Currant,Lemon Grass Essential,Grass,92
28979,Buffalo Currant,Lovage Essential,Essential,92
28980,Buffalo Currant,Sea Buckthorns,Buckthorns,92
28981,Buffalo Currant,Kelp,Seafood,92
28982,Buffalo Currant,Artichoke,Flower,92
28983,Buffalo Currant,Apple,Fruit,92
28984,Buffalo Currant,Apricot,Fruit,92
28985,Buffalo Currant,Avocado,Fruit,92
28986,Buffalo Currant,Banana,Fruit,92
28987,Buffalo Currant,Cherimoya,Fruit,92
28988,Buffalo Currant,Coconut,Fruit,92
28989,Buffalo Currant,Black Currant,Currant,92
28990,Buffalo Currant,Red Currant,Currant,92
28991,Buffalo Currant,Dates,Fruit,92
28992,Buffalo Currant,Durian,Fruit,92
28993,Buffalo Currant,Elderberry,Fruit-Berry,92
28994,Buffalo Currant,Feijoa,Fruit,92
28995,Buffalo Currant,Fig,Fruit,92
28996,Buffalo Currant,Grape,Fruit,92
28997,Buffalo Currant,Guava,Fruit,92
28998,Buffalo Currant,Hogplum,Fruit,92
28999,Buffalo Currant,Jackfruit,Fruit,92
29000,Buffalo Currant,Kiwifruit,Fruit,92
29001,Buffalo Currant,Litchi,Fruit,92
29002,Buffalo Currant,Loquat,Fruit,92
29003,Buffalo Currant,Mango,Fruit,92
29004,Buffalo Currant,Melon,Fruit,92
29005,Buffalo Currant,Musk Melon,Melon,92
29006,Buffalo Currant,Naranjilla,Fruit,92
29007,Buffalo Currant,Orange,Fruit,92
29008,Buffalo Currant,Papaya,Fruit,92
29009,Buffalo Currant,Passionfruit,Fruit,92
29010,Buffalo Currant,Peach,Fruit,92
29011,Buffalo Currant,Pear,Fruit,92
29012,Buffalo Currant,Prickly Pear,Pear,92
29013,Buffalo Currant,Pineapple,Fruit,92
29014,Buffalo Currant,Plum,Fruit,92
29015,Buffalo Currant,Pumpkin,Fruit,92
29016,Buffalo Currant,Quince,Fruit,92
29017,Buffalo Currant,Roseapple,Fruit,92
29018,Buffalo Currant,Sapodilla,Fruit,92
29019,Buffalo Currant,Soursop,Fruit,92
29020,Buffalo Currant,Starfruit,Fruit,92
29021,Buffalo Currant,Tamarind,Fruit,92
29022,Buffalo Currant,Bilberry,Berry,92
29023,Buffalo Currant,Blackberry,Berry,92
29024,Buffalo Currant,Blueberry,Berry,92
29025,Buffalo Currant,Cherry,Berry,92
29026,Buffalo Currant,Bitter Cherry,Cherry,92
29027,Buffalo Currant,Sour Cherry,Cherry,92
29028,Buffalo Currant,Cloudberry,Berry,92
29029,Buffalo Currant,Cranberry,Berry,92
29030,Buffalo Currant,Gooseberry,Berry,92
29031,Buffalo Currant,Lingonberry,Berry,92
29032,Buffalo Currant,Loganberry,Berry,92
29033,Buffalo Currant,Raspberry,Berry,92
29034,Buffalo Currant,Strawberry,Berry,92
29035,Buffalo Currant,Grapefruit Fruit,Fruit,92
29036,Buffalo Currant,Kumquat Fruit,Fruit,92
29037,Buffalo Currant,Lemon Fruit,Fruit,92
29038,Buffalo Currant,Lime Fruit,Fruit,92
29039,Buffalo Currant,Mandarin Orange Fruit,Orange,92
29040,Buffalo Currant,Vanilla Fruit,Fruit,92
29041,Buffalo Currant,Mushroom,Fungus,92
29042,Buffalo Currant,Angelica,Herb,92
29043,Buffalo Currant,Artemisia,Herb,92
29044,Buffalo Currant,Basil,Herb,92
29045,Buffalo Currant,Buckwheat,Herb,92
29046,Buffalo Currant,Chervil,Herb,92
29047,Buffalo Currant,Coriander,Herb,92
29048,Buffalo Currant,Cornmint,Herb,92
29049,Buffalo Currant,Dill,Herb,92
29050,Buffalo Currant,Fennel,Herb,92
29051,Buffalo Currant,Fenugreek,Herb,92
29052,Buffalo Currant,Garlic,Herb,92
29053,Buffalo Currant,Lemon Balm,Balm,92
29054,Buffalo Currant,Mint,Herb,92
29055,Buffalo Currant,Rhubarb,Herb,92
29056,Buffalo Currant,Rosemary,Herb,92
29057,Buffalo Currant,Sage,Herb,92
29058,Buffalo Currant,Spearmint,Herb,92
29059,Buffalo Currant,Tarragon,Herb,92
29060,Buffalo Currant,Thyme,Herb,92
29061,Buffalo Currant,Almond,Nut,92
29062,Buffalo Currant,Brazil Nut,Nut,92
29063,Buffalo Currant,Cocoa,Seed,92
29064,Buffalo Currant,Beans,Legume,92
29065,Buffalo Currant,Lima Beans,Beans,92
29066,Buffalo Currant,Peanut,Nut,92
29067,Buffalo Currant,Peas,Legume,92
29068,Buffalo Currant,Soybean,Legume,92
29069,Buffalo Currant,Hazelnut,Nut,92
29070,Buffalo Currant,Macadamia Nut,Nut,92
29071,Pepper C. Baccatum,Barley,Cereal,92
29072,Pepper C. Baccatum,Oats,Cereal,92
29073,Pepper C. Baccatum,Rice,Cereal,92
29074,Pepper C. Baccatum,Corn,Maize,92
29075,Pepper C. Baccatum,Chamomile Essential,Essential,92
29076,Pepper C. Baccatum,Hyssop Oil Essential,Oil,92
29077,Pepper C. Baccatum,Lemon Grass Essential,Grass,92
29078,Pepper C. Baccatum,Lovage Essential,Essential,92
29079,Pepper C. Baccatum,Sea Buckthorns,Buckthorns,92
29080,Pepper C. Baccatum,Kelp,Seafood,92
29081,Pepper C. Baccatum,Artichoke,Flower,92
29082,Pepper C. Baccatum,Apple,Fruit,92
29083,Pepper C. Baccatum,Apricot,Fruit,92
29084,Pepper C. Baccatum,Avocado,Fruit,92
29085,Pepper C. Baccatum,Banana,Fruit,92
29086,Pepper C. Baccatum,Cherimoya,Fruit,92
29087,Pepper C. Baccatum,Coconut,Fruit,92
29088,Pepper C. Baccatum,Black Currant,Currant,92
29089,Pepper C. Baccatum,Red Currant,Currant,92
29090,Pepper C. Baccatum,Dates,Fruit,92
29091,Pepper C. Baccatum,Durian,Fruit,92
29092,Pepper C. Baccatum,Elderberry,Fruit-Berry,92
29093,Pepper C. Baccatum,Feijoa,Fruit,92
29094,Pepper C. Baccatum,Fig,Fruit,92
29095,Pepper C. Baccatum,Grape,Fruit,92
29096,Pepper C. Baccatum,Guava,Fruit,92
29097,Pepper C. Baccatum,Hogplum,Fruit,92
29098,Pepper C. Baccatum,Jackfruit,Fruit,92
29099,Pepper C. Baccatum,Kiwifruit,Fruit,92
29100,Pepper C. Baccatum,Litchi,Fruit,92
29101,Pepper C. Baccatum,Loquat,Fruit,92
29102,Pepper C. Baccatum,Mango,Fruit,92
29103,Pepper C. Baccatum,Melon,Fruit,92
29104,Pepper C. Baccatum,Musk Melon,Melon,92
29105,Pepper C. Baccatum,Naranjilla,Fruit,92
29106,Pepper C. Baccatum,Orange,Fruit,92
29107,Pepper C. Baccatum,Papaya,Fruit,92
29108,Pepper C. Baccatum,Passionfruit,Fruit,92
29109,Pepper C. Baccatum,Peach,Fruit,92
29110,Pepper C. Baccatum,Pear,Fruit,92
29111,Pepper C. Baccatum,Prickly Pear,Pear,92
29112,Pepper C. Baccatum,Pineapple,Fruit,92
29113,Pepper C. Baccatum,Plum,Fruit,92
29114,Pepper C. Baccatum,Pumpkin,Fruit,92
29115,Pepper C. Baccatum,Quince,Fruit,92
29116,Pepper C. Baccatum,Roseapple,Fruit,92
29117,Pepper C. Baccatum,Sapodilla,Fruit,92
29118,Pepper C. Baccatum,Soursop,Fruit,92
29119,Pepper C. Baccatum,Starfruit,Fruit,92
29120,Pepper C. Baccatum,Tamarind,Fruit,92
29121,Pepper C. Baccatum,Bilberry,Berry,92
29122,Pepper C. Baccatum,Blackberry,Berry,92
29123,Pepper C. Baccatum,Blueberry,Berry,92
29124,Pepper C. Baccatum,Cherry,Berry,92
29125,Pepper C. Baccatum,Bitter Cherry,Cherry,92
29126,Pepper C. Baccatum,Sour Cherry,Cherry,92
29127,Pepper C. Baccatum,Cloudberry,Berry,92
29128,Pepper C. Baccatum,Cranberry,Berry,92
29129,Pepper C. Baccatum,Gooseberry,Berry,92
29130,Pepper C. Baccatum,Lingonberry,Berry,92
29131,Pepper C. Baccatum,Loganberry,Berry,92
29132,Pepper C. Baccatum,Raspberry,Berry,92
29133,Pepper C. Baccatum,Strawberry,Berry,92
29134,Pepper C. Baccatum,Grapefruit Fruit,Fruit,92
29135,Pepper C. Baccatum,Kumquat Fruit,Fruit,92
29136,Pepper C. Baccatum,Lemon Fruit,Fruit,92
29137,Pepper C. Baccatum,Lime Fruit,Fruit,92
29138,Pepper C. Baccatum,Mandarin Orange Fruit,Orange,92
29139,Pepper C. Baccatum,Vanilla Fruit,Fruit,92
29140,Pepper C. Baccatum,Mushroom,Fungus,92
29141,Pepper C. Baccatum,Angelica,Herb,92
29142,Pepper C. Baccatum,Artemisia,Herb,92
29143,Pepper C. Baccatum,Basil,Herb,92
29144,Pepper C. Baccatum,Buckwheat,Herb,92
29145,Pepper C. Baccatum,Chervil,Herb,92
29146,Pepper C. Baccatum,Coriander,Herb,92
29147,Pepper C. Baccatum,Cornmint,Herb,92
29148,Pepper C. Baccatum,Dill,Herb,92
29149,Pepper C. Baccatum,Fennel,Herb,92
29150,Pepper C. Baccatum,Fenugreek,Herb,92
29151,Pepper C. Baccatum,Garlic,Herb,92
29152,Pepper C. Baccatum,Lemon Balm,Balm,92
29153,Pepper C. Baccatum,Mint,Herb,92
29154,Pepper C. Baccatum,Rhubarb,Herb,92
29155,Pepper C. Baccatum,Rosemary,Herb,92
29156,Pepper C. Baccatum,Sage,Herb,92
29157,Pepper C. Baccatum,Spearmint,Herb,92
29158,Pepper C. Baccatum,Tarragon,Herb,92
29159,Pepper C. Baccatum,Thyme,Herb,92
29160,Pepper C. Baccatum,Almond,Nut,92
29161,Pepper C. Baccatum,Brazil Nut,Nut,92
29162,Pepper C. Baccatum,Cocoa,Seed,92
29163,Pepper C. Baccatum,Beans,Legume,92
29164,Pepper C. Baccatum,Lima Beans,Beans,92
29165,Pepper C. Baccatum,Peanut,Nut,92
29166,Pepper C. Baccatum,Peas,Legume,92
29167,Pepper C. Baccatum,Soybean,Legume,92
29168,Pepper C. Baccatum,Hazelnut,Nut,92
29169,Pepper C. Baccatum,Macadamia Nut,Nut,92
29170,Pak Choy,Rice,Cereal,96
29171,Pak Choy,Corn,Maize,96
29172,Pak Choy,Apple,Fruit,96
29173,Pak Choy,Apricot,Fruit,96
29174,Pak Choy,Avocado,Fruit,96
29175,Pak Choy,Banana,Fruit,96
29176,Pak Choy,Black Currant,Currant,96
29177,Pak Choy,Red Currant,Currant,96
29178,Pak Choy,Dates,Fruit,96
29179,Pak Choy,Elderberry,Fruit-Berry,96
29180,Pak Choy,Fig,Fruit,96
29181,Pak Choy,Grape,Fruit,96
29182,Pak Choy,Guava,Fruit,96
29183,Pak Choy,Kiwifruit,Fruit,96
29184,Pak Choy,Loquat,Fruit,96
29185,Pak Choy,Mango,Fruit,96
29186,Pak Choy,Melon,Fruit,96
29187,Pak Choy,Musk Melon,Melon,96
29188,Pak Choy,Orange,Fruit,96
29189,Pak Choy,Peach,Fruit,96
29190,Pak Choy,Pear,Fruit,96
29191,Pak Choy,Pineapple,Fruit,96
29192,Pak Choy,Plum,Fruit,96
29193,Pak Choy,Quince,Fruit,96
29194,Pak Choy,Cranberry,Berry,96
29195,Pak Choy,Gooseberry,Berry,96
29196,Pak Choy,Lingonberry,Berry,96
29197,Pak Choy,Raspberry,Berry,96
29198,Pak Choy,Strawberry,Berry,96
29199,Pak Choy,Grapefruit Fruit,Fruit,96
29200,Pak Choy,Lemon Fruit,Fruit,96
29201,Pak Choy,Lime Fruit,Fruit,96
29202,Pak Choy,Mandarin Orange Fruit,Orange,96
29203,Pak Choy,Buckwheat,Herb,96
29204,Pak Choy,Coriander,Herb,96
29205,Pak Choy,Dill,Herb,96
29206,Pak Choy,Fennel,Herb,96
29207,Pak Choy,Garlic,Herb,96
29208,Pak Choy,Almond,Nut,96
29209,Pak Choy,Brazil Nut,Nut,96
29210,Pak Choy,Peanut,Nut,96
29211,Pak Choy,Peas,Legume,96
29212,Pak Choy,Soybean,Legume,96
29213,Pak Choy,Hazelnut,Nut,96
29214,Pak Choy,Pecans,Nut,96
29215,Pak Choy,Walnut,Nut,96
29216,Pak Choy,Chicory,Plant,96
29217,Pak Choy,Olive,Plant,96
29218,Pak Choy,Pine,Plant,96
29219,Pak Choy,Tea,Plant,96
29220,Pak Choy,Watercress,Plant,96
29221,Pak Choy,Celery,Spice,96
29222,Pak Choy,Ginger,Spice,96
29223,Pak Choy,Nutmeg,Spice,96
29224,Pak Choy,Parsley,Spice,96
29225,Pak Choy,Pepper,Spice,96
29226,Pak Choy,Green Beans,Beans,96
29227,Pak Choy,Chive,Vegetable,96
29228,Pak Choy,Endive,Vegetable,96
29229,Pak Choy,Lettuce,Vegetable,96
29230,Pak Choy,Okra,Vegetable,96
